file	line	occurrence_text	bucket	action
tests/phase-12.2/test_staged_blocks_bootstrap_verified.sh	2	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_blocks_bootstrap_verified.sh	13	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_blocks_bootstrap_verified.sh	38	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_blocks_bootstrap_verified.sh	41	"wiki/"" >/tmp/wgate-o"	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_blocks_concept_no_prov.sh	2	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_blocks_concept_no_prov.sh	12	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_blocks_concept_no_prov.sh	35	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_blocks_concept_no_prov.sh	38	"wiki/"" >/tmp/wgate-o"	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_exempts_bootstrap_bootstrapped.sh	2	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_exempts_bootstrap_bootstrapped.sh	13	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_exempts_bootstrap_bootstrapped.sh	38	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_exempts_bootstrap_bootstrapped.sh	41	"wiki/"" >/tmp/wgate-o"	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_exempts_examples_path.sh	43	"wiki/"" ""$REPO/exampl"	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_exempts_type_decision.sh	2	wiki/decisions/dr-20	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_exempts_type_decision.sh	6	wiki/decisions/ is N	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_exempts_type_decision.sh	16	wiki/decisions/dr-20	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_exempts_type_decision.sh	67	wiki/decisions/dr-20	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_exempts_type_decision.sh	70	"wiki/"" >/tmp/wgate-o"	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_exempts_type_source.sh	2	wiki/sources/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_exempts_type_source.sh	12	"wiki/sources/foo.md"""	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_exempts_type_source.sh	44	wiki/sources/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_exempts_type_source.sh	47	"wiki/"" >/tmp/wgate-o"	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_passes_concept_with_prov.sh	2	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_passes_concept_with_prov.sh	12	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_passes_concept_with_prov.sh	38	wiki/sources/) finds	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_passes_concept_with_prov.sh	40	wiki/sources/src-202	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_passes_concept_with_prov.sh	68	wiki/sources/src-202	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_passes_concept_with_prov.sh	70	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_passes_concept_with_prov.sh	73	"wiki/"" >/tmp/wgate-o"	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_passes_modified_existing.sh	2	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_passes_modified_existing.sh	13	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_passes_modified_existing.sh	36	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_passes_modified_existing.sh	40	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_passes_modified_existing.sh	63	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_passes_modified_existing.sh	66	"wiki/"" >/tmp/wgate-o"	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_requires_strict.sh	6	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_requires_strict.sh	16	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_requires_strict.sh	39	wiki/concepts/foo.md	1-cloud	wiki-cloud/
tests/phase-12.2/test_staged_requires_strict.sh	42	"wiki/"" >/tmp/wgate-o"	1-cloud	wiki-cloud/
tests/phase-13/lib.sh	50	wiki/sources/<id>.md	1-cloud	wiki-cloud/
tests/phase-13/test_allow_local_optin.sh	12	wiki/sources/src-al.	1-cloud	wiki-cloud/
tests/phase-13/test_allow_local_optin.sh	32	"wiki/concepts/al.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_checkpoint_advance.sh	11	wiki/concepts/empty.	1-cloud	wiki-cloud/
tests/phase-13/test_checkpoint_advance.sh	29	wiki/maintenance/aud	1-cloud	wiki-cloud/
tests/phase-13/test_claim_page_privacy.sh	17	wiki/concepts/x.md',	3-resolver-test	skip
tests/phase-13/test_claim_page_privacy.sh	26	wiki/sources/src-cps	3-resolver-test	skip
tests/phase-13/test_claim_page_privacy.sh	47	wiki/concepts/cppage	3-resolver-test	skip
tests/phase-13/test_emit_worklist_partition.sh	16	wiki/sources/src-clo	1-cloud	wiki-cloud/
tests/phase-13/test_emit_worklist_partition.sh	37	wiki/sources/src-zzt	1-cloud	wiki-cloud/
tests/phase-13/test_emit_worklist_partition.sh	57	wiki/concepts/cloudy	1-cloud	wiki-cloud/
tests/phase-13/test_emit_worklist_partition.sh	67	wiki/concepts/zzloca	1-cloud	wiki-cloud/
tests/phase-13/test_json_lint_compat.sh	12	wiki/sources/src-j.m	1-cloud	wiki-cloud/
tests/phase-13/test_json_lint_compat.sh	31	"wiki/concepts/j.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_local_verifier_alias.sh	13	wiki/sources/src-lv.	1-cloud	wiki-cloud/
tests/phase-13/test_local_verifier_alias.sh	33	"wiki/concepts/lv.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_no_circular_verify.sh	13	wiki/sources/src-cv.	1-cloud	wiki-cloud/
tests/phase-13/test_no_circular_verify.sh	41	"wiki/concepts/cv.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_no_page_mutation.sh	3	wiki/maintenance/aud	1-cloud	wiki-cloud/
tests/phase-13/test_no_page_mutation.sh	11	wiki/sources/src-m.m	1-cloud	wiki-cloud/
tests/phase-13/test_no_page_mutation.sh	30	"wiki/concepts/m.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_no_page_mutation.sh	48	wiki/maintenance/ (a	1-cloud	wiki-cloud/
tests/phase-13/test_no_page_mutation.sh	48	wiki/log.md if any)	1-cloud	wiki-cloud/
tests/phase-13/test_no_page_mutation.sh	49	wiki/concepts' 'wiki	1-cloud	wiki-cloud/
tests/phase-13/test_no_page_mutation.sh	49	wiki/sources' 'wiki/	1-cloud	wiki-cloud/
tests/phase-13/test_no_page_mutation.sh	49	wiki/entities' 'wiki	1-cloud	wiki-cloud/
tests/phase-13/test_no_page_mutation.sh	49	wiki/overviews' 'wik	1-cloud	wiki-cloud/
tests/phase-13/test_no_page_mutation.sh	49	"wiki/comparisons')"""	1-cloud	wiki-cloud/
tests/phase-13/test_output_schema.sh	11	wiki/sources/src-o.m	1-cloud	wiki-cloud/
tests/phase-13/test_output_schema.sh	30	"wiki/concepts/o.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_path_traversal.sh	18	wiki/sources/src-tr.	1-cloud	wiki-cloud/
tests/phase-13/test_path_traversal.sh	33	"wiki/concepts/tr.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_privacy_partition_fail_closed.sh	19	wiki/sources/src-fc-	1-cloud	wiki-cloud/
tests/phase-13/test_privacy_partition_fail_closed.sh	40	wiki/sources/src-fc-	1-cloud	wiki-cloud/
tests/phase-13/test_privacy_partition_fail_closed.sh	61	wiki/concepts/fca.md	1-cloud	wiki-cloud/
tests/phase-13/test_privacy_partition_fail_closed.sh	73	wiki/concepts/fcb.md	1-cloud	wiki-cloud/
tests/phase-13/test_privacy_partition_fail_closed.sh	85	wiki/concepts/fcc.md	1-cloud	wiki-cloud/
tests/phase-13/test_raw_source_privacy.sh	16	wiki/concepts/x.md',	3-resolver-test	skip
tests/phase-13/test_raw_source_privacy.sh	24	wiki/sources/src-rs.	3-resolver-test	skip
tests/phase-13/test_raw_source_privacy.sh	49	"wiki/concepts/rs.md"""	3-resolver-test	skip
tests/phase-13/test_report_privacy_local_only.sh	11	wiki/sources/src-pr.	1-cloud	wiki-cloud/
tests/phase-13/test_report_privacy_local_only.sh	30	"wiki/concepts/pr.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_report_privacy_local_only.sh	46	wiki/maintenance/aud	1-cloud	wiki-cloud/
tests/phase-13/test_report_privacy_local_only.sh	47	wiki/maintenance/aud	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_img.sh	10	wiki/sources/src-im.	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_img.sh	30	"wiki/concepts/im.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_locator_edges.sh	14	wiki/sources/src-ed.	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_locator_edges.sh	47	"wiki/concepts/a.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_locator_edges.sh	59	"wiki/concepts/b.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_locator_edges.sh	71	"wiki/concepts/c.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_locator_edges.sh	83	"wiki/concepts/d.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_locator_edges.sh	95	"wiki/concepts/e.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_locator_edges.sh	109	"wiki/concepts/f.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_locator_edges.sh	121	"wiki/concepts/g.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_missing_raw.sh	12	wiki/sources/src-mr.	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_missing_raw.sh	28	"wiki/concepts/mr.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_p_marked.sh	10	wiki/sources/src-pm.	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_p_marked.sh	35	"wiki/concepts/pm.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_p_unmarked.sh	11	wiki/sources/src-pu.	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_p_unmarked.sh	32	"wiki/concepts/pu.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_para.sh	10	wiki/sources/src-pa.	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_para.sh	32	"wiki/concepts/pp.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_sec.sh	10	wiki/sources/src-s.m	1-cloud	wiki-cloud/
tests/phase-13/test_resolve_sec.sh	34	"wiki/concepts/p.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_sampling_cap_logging.sh	11	wiki/sources/src-c.m	1-cloud	wiki-cloud/
tests/phase-13/test_sampling_cap_logging.sh	32	wiki/concepts/many.m	1-cloud	wiki-cloud/
tests/phase-13/test_select_epistemic.sh	10	wiki/sources/src-e.m	1-cloud	wiki-cloud/
tests/phase-13/test_select_epistemic.sh	31	wiki/concepts/epi.md	1-cloud	wiki-cloud/
tests/phase-13/test_select_high_fanout.sh	10	wiki/sources/src-f.m	1-cloud	wiki-cloud/
tests/phase-13/test_select_high_fanout.sh	31	wiki/concepts/hub.md	1-cloud	wiki-cloud/
tests/phase-13/test_select_high_fanout.sh	40	wiki/concepts/linker	1-cloud	wiki-cloud/
tests/phase-13/test_select_high_fanout.sh	49	wiki/concepts/linker	1-cloud	wiki-cloud/
tests/phase-13/test_select_recency.sh	10	wiki/sources/src-r.m	1-cloud	wiki-cloud/
tests/phase-13/test_select_recency.sh	31	wiki/concepts/old.md	1-cloud	wiki-cloud/
tests/phase-13/test_select_recency.sh	44	wiki/concepts/fresh.	1-cloud	wiki-cloud/
tests/phase-13/test_select_stale_source.sh	10	wiki/sources/src-sta	1-cloud	wiki-cloud/
tests/phase-13/test_select_stale_source.sh	31	wiki/concepts/drifte	1-cloud	wiki-cloud/
tests/phase-13/test_skipped_privacy.sh	14	wiki/sources/src-loc	1-cloud	wiki-cloud/
tests/phase-13/test_skipped_privacy.sh	34	"wiki/concepts/lc.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_verdict_paths.sh	12	wiki/sources/src-v.m	1-cloud	wiki-cloud/
tests/phase-13/test_verdict_paths.sh	31	"wiki/concepts/v.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_verifier_contract.sh	12	wiki/sources/src-c.m	1-cloud	wiki-cloud/
tests/phase-13/test_verifier_contract.sh	31	"wiki/concepts/c.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_verifier_with_args.sh	13	wiki/sources/src-w.m	1-cloud	wiki-cloud/
tests/phase-13/test_verifier_with_args.sh	32	"wiki/concepts/w.md"""	1-cloud	wiki-cloud/
tests/phase-13/test_worklist_privacy_partition.sh	13	wiki/sources/src-clo	1-cloud	wiki-cloud/
tests/phase-13/test_worklist_privacy_partition.sh	34	wiki/sources/src-loc	1-cloud	wiki-cloud/
tests/phase-13/test_worklist_privacy_partition.sh	54	wiki/concepts/cloudc	1-cloud	wiki-cloud/
tests/phase-13/test_worklist_privacy_partition.sh	64	wiki/concepts/localc	1-cloud	wiki-cloud/
